,company_name,location,job_title,job_description,salary_estimate,other_details,rating
357,Boston Consulting Group,Gurgaon,"Data Analyst, Predictive, India- X Delivery","Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",₹8T - ₹25T (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
358,Boston Consulting Group,Delhi,Global IT QA Software Engineer Senior Manager – Gen AI/ LLM,"Knowledge of industry standards and best practices in AI/LLM quality engineering. You will collaborate with cross-functional teams including data scientists,……
Skills: Software deployment, Information security, Java, Analysis skills, Project management",₹10T - ₹18T (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
359,NatWest Digital X,Gurgaon,Data Science Lead,"You’ll also understand the complex requirements and needs of business stakeholders along with developing strong relationships, forming hypotheses and……
Skills: Procurement, R, Machine learning, Agile, Financial services",₹6L - ₹8L (Glassdoor Est.),"Size
10000+ Employees
Founded
1727
Type
Company - Public
Industry
Banking & Lending
Sector
Finance
Revenue
$10+ billion (USD)",4.0
360,Atlassian,Bengaluru,"Software Engineer, Data Science","You'll be responsible for the design, build and maintenance of tools that enable our Support Engineers and related teams to be more effective and efficient at……
Skills: Software deployment, Microservices, SQL, Docker, Machine learning",₹4L - ₹10L (Glassdoor Est.),"Size
5001 to 10000 Employees
Founded
2002
Type
Company - Public
Industry
Software Development
Sector
Information Technology
Revenue
Unknown / Non-Applicable",3.8
361,ANZ Banking Group,Bengaluru,Data Scientist,"Initiate, design and implement innovative capabilities in the field of data science and data analytics. As a Data Scientist, you are accountable for developing ……
Skills: Software deployment, SQL, Presentation skills, Machine learning, Data management",₹3L - ₹8L (Glassdoor Est.),"Size
5001 to 10000 Employees
Founded
1835
Type
Company - Public
Industry
Banking & Lending
Sector
Finance
Revenue
Unknown / Non-Applicable",4.0
362,ANZ Banking Group,Bengaluru,Data Engineer,"4+ years of industry experience in data and/or software engineering, data science, business intelligence, or related fields.…
Skills: CI/CD, Data modeling, Rust, Go, Business intelligence",₹8L - ₹9L (Glassdoor Est.),"Size
5001 to 10000 Employees
Founded
1835
Type
Company - Public
Industry
Banking & Lending
Sector
Finance
Revenue
Unknown / Non-Applicable",4.0
363,C2Perform India,Delhi,Director of Development Operations,"The role is dedicated to transforming the way business functions interact with technology; therefore, you will serve as a visionary leader and advisor to our……
Skills: Data modeling, Cloud architecture, Node.js, CSS, React",₹25L - ₹36L (Employer Est.),,
364,Boston Consulting Group,Bengaluru,"Data & Analytics Lead, Client Ops, India - X Delivery","This global business unit is an integral part of BCG’s strategy to develop new digital client service offerings in order to deliver superior value and sustained……
Skills: Microsoft Powerpoint, Statistics, Computer science, Power BI, Microsoft Access",₹5L - ₹17L (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
365,Publicis Groupe,Gurgaon,Associate Data Analytics,"The platform is an integral part of media ways of working to ensure consistency in across markets and requires ongoing central management from an ambitious……
Skills: Google AdWords, Analysis skills, Project management, Data management, Data entry",₹10T - ₹30T (Employer Est.),"Size
10000+ Employees
Founded
1926
Type
Company - Public
Industry
Advertising & Public Relations
Sector
Media and communication
Revenue
$5 to $10 billion (USD)",3.8
366,BigSpire Software,India,Associate Data Analytics - Freshers,"Skill Sets: Should have a good communication skills, knowledge in Hadoop, MapReduce concepts and analytical skills Qualifications: Bachelor or Master degree……
Skills: Analysis skills, Communication skills, Hadoop",₹5L - ₹9L (Glassdoor Est.),"Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable",3.9
367,Ignitho,Chennai,Associate - Data Science (ML),"Bachelor’s degree in computer science, Statistics, Mathematics, or related field; master’s degree preferred. Work on LLM/Gen AI based applications.…
Skills: Machine learning, Natural language processing, Data science, AI, Communication skills",₹3L - ₹6L (Employer Est.),"Size
51 to 200 Employees
Founded
2016
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable",4.3
368,LeadsRank LLP,Chandigarh,Data Science Intern - Chandigarh,"Ability to work with large data sets using Python. Have a strong background in Python programming, MySQL, Linux, and Machine Learning.…
Skills: TensorFlow, Machine learning, Natural language processing, Cloud computing, Linux",₹30T - ₹80T (Employer Est.),,
369,JPMorgan Chase & Co,India,Data Science - Machine Learning - Associate,"Identify key data sources that can make business impacts. Proficient in Visualization and story telling which can make an impact to the business .…
Skills: Statistics, Performance tuning, Data modeling, Alteryx, Data analysis skills",₹10L (Glassdoor Est.),"Size
10000+ Employees
Founded
1799
Type
Company - Public
Industry
Banking & Lending
Sector
Finance
Revenue
$10+ billion (USD)",4.0
370,Wahy Lab Solutions,Cochin,Data Science Intern,"we are hiring Data Science Interns , qualification : any , freshers can Apply Job Types: Full-time, Permanent, Fresher Schedule: * Monday to Friday Work……
Skills: Data science",₹4L - ₹10L (Glassdoor Est.),"Size
Unknown
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable",3.5
371,S&P Global,Hyderābād,Senior MLOps Engineer,"In this role, you will play a pivotal role in implementing our machine learning operations, ensuring the seamless deployment, monitoring, and management of our……
Skills: CI/CD, Elasticsearch, Big data, NoSQL, Git",₹9L - ₹10L (Glassdoor Est.),"Size
10000+ Employees
Founded
1860
Type
Company - Public
Industry
Research and development
Sector
Management and consulting
Revenue
$10+ billion (USD)",4.1
372,Infosys,Bengaluru,Data Science,"Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning &……
Skills: R, SQL, Project management, Machine learning, Natural language processing",₹60T - ₹4L (Glassdoor Est.),"Size
10000+ Employees
Founded
1981
Type
Company - Public
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
$10+ billion (USD)",3.7
373,Innovecture,Pune,Junior Data Scientist,"O Maintain and optimize data storage solutions, ensuring data integrity and accessibility. O Ensure data is collected, transformed, and loaded efficiently from……
Skills: Power BI, Azure, Big data, Spark, R",₹9L - ₹10L (Glassdoor Est.),"Size
51 to 200 Employees
Founded
2007
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
$5 to $25 million (USD)",4.6
374,EVOLVE ROBOTICS,India,Data Science Trainee,"Responsibilities: Direct responsibility for all the training activities conducted under each area (regular training program, campus program, student projects).…
Skills: R, SQL, AWS, Machine learning, Natural language processing",₹6L - ₹9L (Glassdoor Est.),,
375,Foundry- Internships,Bengaluru,Data Science Intern,"Based on their interests and our business needs, interns will be placed in roles that best suit them. Thorough grasp of computer science principles.…
Skills: Computer science, C#, .NET, Analysis skills, Math",₹4L - ₹7L (Glassdoor Est.),,
376,Diverse Infotech,Gurgaon,Data Science Analytics,"Data Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+……
Skills: Data science",₹7L - ₹8L (Glassdoor Est.),"Size
1 to 50 Employees
Founded
2008
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable",4.0
377,Boston Consulting Group,Delhi,Global IT Data Solution Architect Senior Manager,"Collaborate with Enterprise Architects and other Solution Architects and engineers to architect and design technical solutions that are aligned with enterprise……
Skills: Azure, Application development, AWS, Data management, APIs",₹9L - ₹10L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
378,BOEING,Bengaluru,Lead Data Scientist,"Bachelor’s degree or higher in computer science or other closely related fields. Exhibits confidence and an extensive knowledge of emerging industry practices……
Skills: MATLAB, Big data, Mobile applications, Business analysis, System design",₹1L - ₹8L (Glassdoor Est.),"Size
10000+ Employees
Founded
1916
Type
Company - Public
Industry
Aerospace and defence
Sector
Aerospace and defence
Revenue
$10+ billion (USD)",3.8
379,SatSure Analytics India,Bengaluru,Data Science Intern,"To perform exploratory data analysis to understand datasets, identify patterns, and prepare data for model training.…
Skills: TensorFlow, Image processing, Computer vision, Analysis skills, Machine learning",₹10L (Glassdoor Est.),"Size
51 to 200 Employees
Founded
2017
Type
Company - Private
Industry
Enterprise Software & Network Solutions
Sector
Information Technology
Revenue
Unknown / Non-Applicable",4.1
380,Excellent Opportunity,Remote,Python Data Scientist/Analyst,"You'll be interacting and validating the output of an LLM (asking questions based on an open source data set and then verifying and providing feedback on the……
Skills: Data analysis skills, English, AI, Communication skills, Python",₹6L - ₹9L (Glassdoor Est.),,
381,Datamites,Pune,Data Science Trainer,"Bachelor's degree or higher in a relevant field such as Computer Science, Mathematics, Statistics, or Engineering. Strong analytical and problem-solving skills.…
Skills: R, Data analysis skills, Databases, Analysis skills, Machine learning",₹6L - ₹7L (Glassdoor Est.),,
382,Boston Consulting Group,Delhi,Global Data Scientist Senior Manager,"Our data analytics and artifical intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: TensorFlow, Statistics, Power BI, Azure, Kubernetes",₹7L - ₹9L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
